"label";"keyWords"
"up";"ADR,台積電,歐台期,摩台期,大漲,22.89,協理,不過,台積,8.69,一度,2330,亮麗,9200,3008,140,值股,加權指數,2400,一掃,股價,ECB,ADR,今開,動作,2330,台股,大漲,後續,僅漲,台積電,奈米,個股,坐鎮,2330,16,張忠謀,成績,外資,創紀錄,櫃買,指數,表現,市場,周線,周五,仍舊,三檔,個股,136.92,盤中,指期,全數,2330,上漲,亞股,9115,台股,不過,大盤,開出,上漲,大盤,台積,不過,2330,12.4,137,5.5,50,希臘,困派,200,台積,內容,15,國內外,不過,導至,25,櫃買,指數,表現,市場,周線,周五,仍舊,三檔,個股,136.92,盤中,指期,全數,2330,上漲,亞股,9115,台股,不過,大盤,亞股,但昨,25,之後,上漲,46,多空,大舉,15,45,一度,2330,亮麗,9200,3008,140,值股,加權指數,2400,一掃,股價,ECB,ADR,今開,動作,2330,台股,大漲,後續,僅漲,外資,創新,億美元,120,三大,16,啟動,不淡,壓過,台積電,半導體,產業,打群架,分析師,大陸,中國,外資,時代,有三大,佔領,出貨,純益,全年,20,優於,10.18,員工,台積電,大豐收,大單,半導體,產業,打群架,分析師,大陸,中國,外資,時代,有三大,佔領,台股,中小型,前後,作夢,創下,凌厲,台積,壓力,加權指數,來回,開出,上漲,大盤,台積,不過,2330,12.4,137,5.5,50,億元,營收,挹注,Apple,A8,2330,20,6.4,代工廠,628,出貨,純益,全年,20,優於,10.18,員工,台積電,大豐收,大單,外資,創新,億美元,120,三大,16,啟動,不淡,壓過,台積電,億元,營收,挹注,Apple,A8,2330,20,6.4,代工廠,628,台股,利多,一路下,億元,不漲,副總,2330,3008,1139,價差,台積電,億至,資本,支出,840,億元,億美元,半數,120,115,台股,中小型,前後,作夢,創下,凌厲,台積,壓力,加權指數,來回,希臘,困派,200,台積,內容,15,國內外,不過,導至,25,台股,利多,一路下,億元,不漲,副總,2330,3008,1139,價差,台積電,億至,資本,支出,840,億元,億美元,半數,120,115,ADR,台積電,歐台期,摩台期,大漲,22.89,協理,不過,台積,8.69,台積電,奈米,個股,坐鎮,2330,16,張忠謀,成績,外資,創紀錄,亞股,但昨,25,之後,上漲,46,多空,大舉,15,45"
"up";"台股,現貨,歐美,期貨,上周五,出現,呈現,分析師,在期,上漲,指期,高點,大漲,今早,之後,9260,出現,145,來到,投資,股價,作多,兩日,協虞逸真,15,價平到,10,台積電,台股,2330,指期,高點,大漲,今早,之後,9260,出現,145,來到,投資,台股,上漲,半年線,台積電,偏空,200,16,國際,回測,仍須,股價,作多,兩日,協虞逸真,15,價平到,10,台積電,台股,2330,國際,反彈,分析師,500,16,勁揚,台股,企業,原油價格,優於,台股,國際,圓夢,台積電,動盪,兩隻,希臘,投資人,大立,光法,國際,股市,加持,外資,三大,反彈,強勢,台股,投顧,16,法說,28,上漲,並以,2330,139.5,即將,1.28,召開,作收,台積電,大盤,16,回補,升勢,外資,已散,市場,大立光,15,台股,上漲,半年線,台積電,偏空,200,16,國際,回測,仍須,台股,現貨,歐美,期貨,上周五,出現,呈現,分析師,在期,上漲,國際,反彈,分析師,500,16,勁揚,台股,企業,原油價格,優於,台積電,大盤,16,回補,升勢,外資,已散,市場,大立光,15,國際,股市,加持,外資,三大,反彈,強勢,台股,投顧,16,台股,國際,圓夢,台積電,動盪,兩隻,希臘,投資人,大立,光法,硬體,描繪,常態,平的,新聞獎,普立茲,書中,收購,湯馬斯,時至今日,下車,26,138,2330,16,139,來看,優於,億元,上漲,下車,26,138,2330,16,139,來看,優於,億元,上漲,硬體,描繪,常態,平的,新聞獎,普立茲,書中,收購,湯馬斯,時至今日,法說,28,上漲,並以,2330,139.5,即將,1.28,召開,作收"
"down";"法說,勢力,上風,2330,2303,1.67,即將,CCFA5,召開,01,2330,億美元,大廠,出貨,市場,100,業績,機構,成長,台積電,外資,走勢,電信,權值,台股,對抗,帶來,態度,影響,波動,投資人,保護,落實,治理,藉由,主辦,權益,三項,座談會,溝通,上漲,9200,87,QE,ECB,台股,國際貨幣基金,多於,9268,亞股,投資人,保護,落實,治理,藉由,主辦,權益,三項,座談會,溝通,中磊,網通,王伯元,年營,2014,中磊成,剛創,15,30,創投,法說,勢力,上風,2330,2303,1.67,即將,CCFA5,召開,01,上漲,9200,87,QE,ECB,台股,國際貨幣基金,多於,9268,亞股,外資,走勢,電信,權值,台股,對抗,帶來,態度,影響,波動,採用,台積電,出貨,Xilinx,Synopsys,All,2330,28,FPGA,IC,中磊,網通,王伯元,年營,2014,中磊成,剛創,15,30,創投,採用,台積電,出貨,Xilinx,Synopsys,All,2330,28,FPGA,IC,比特,IP,ASIC,仍待,不錯,2330,2013,3443,客戶,創意,2330,億美元,大廠,出貨,市場,100,業績,機構,成長,台積電,比特,IP,ASIC,仍待,不錯,2330,2013,3443,客戶,創意"
"up";"大陸,2330,台股,國家,中國,外資,分析師,將對,二線,半導體,加薪,企業,開始,權證,投資人,建議,國營企業,根據,媒體,員工,指標,DCB,3481,則屬,作為,2409,友達,QE,多頭,2330,大陸,2330,台股,國家,中國,外資,分析師,將對,二線,半導體,外資,可望,推估,年增率,10,判斷,台積電,企業,台灣,優於,投資人,半導體,iWatch,2303,供應鏈,2330,市場,iPhone,審視,上除,激勵,回神,上漲,2325,68.02,3008,2311,全場,9300,台積電,漲幅,權證,台積電,中多,中以,60,141,87,交戰,2330,漲幅,權證,台積電,中多,中以,60,141,87,交戰,2330,投資人,半導體,iWatch,2303,供應鏈,2330,市場,iPhone,審視,上除,結算,激勵,外資,22,多單,合約,亞股,15000,出現,多於,結算,激勵,外資,22,多單,合約,亞股,15000,出現,多於,指標,DCB,3481,則屬,作為,2409,友達,QE,多頭,2330,外資,可望,推估,年增率,10,判斷,台積電,企業,台灣,優於,加薪,企業,開始,權證,投資人,建議,國營企業,根據,媒體,員工,激勵,回神,上漲,2325,68.02,3008,2311,全場,9300,台積電"
"down";"外資,買超,大買,9338,9319,172.22,12,2013,上漲,30,台股,外資,前一晚,加碼,上漲,61,合約,21,大寶,一個,多單,台股,億元,上漲,978.25,49.80,15297,172,9338,9369.51,開高,9300,但須,不過,一個,9386,反壓,了結,台股,分析師,台股,買超,外資,以來,9338,2013,12,30,億元,9300,權證,高價股,外資,股價,元富,投資人,數多,以來,旅仲,活潑,趨勢,經院,台灣,2025,台灣須,IEK,國際化,工研院,MIC,新書,開高,9300,但須,不過,一個,9386,反壓,了結,台股,分析師,多單,台股,億元,上漲,978.25,49.80,15297,172,9338,9369.51,台股,外資,前一晚,加碼,上漲,61,合約,21,大寶,一個,外資,買超,大買,9338,9319,172.22,12,2013,上漲,30,擴大,外資,台股,21,四個,加碼,QE,172,億元,300,權證,高價股,外資,股價,元富,投資人,數多,以來,旅仲,活潑,趨勢,經院,台灣,2025,台灣須,IEK,國際化,工研院,MIC,新書,擴大,外資,台股,21,四個,加碼,QE,172,億元,300,台股,買超,外資,以來,9338,2013,12,30,億元,9300"
"up";"億美元,蘋果,仍為,22,7.2,三星電子,579,Gartner,兩家,17,股價,145,22,2330,上漲,142,以來,3.5,價位,15,召開,多頭,ECB,再創,QE,3008,145,14,2330,兩檔,歐洲,QE,外資,大漲,台股,傳出,大立光,出爐,帶頭,10,漲勢,上漲,QE,出現,9400,73,助陣,亞股,大於,台股,走勢,電子,漲勢,期貨,之後,兇猛,兩檔,呈現,2317,午盤,走勢,電子,漲勢,期貨,之後,兇猛,兩檔,呈現,2317,午盤,召開,多頭,ECB,再創,QE,3008,145,14,2330,兩檔,股價,145,22,2330,上漲,142,以來,3.5,價位,15,漲勢,上漲,QE,出現,9400,73,助陣,亞股,大於,台股,漢微科,不過,3658,先進,佳績,動能,報告,DRAM,增溫,創下,億美元,蘋果,仍為,22,7.2,三星電子,579,Gartner,兩家,17,歐洲,QE,外資,大漲,台股,傳出,大立光,出爐,帶頭,10,漢微科,不過,3658,先進,佳績,動能,報告,DRAM,增溫,創下"
"flat";"震盪,呈現,指期,今日,國際,國泰,學苑,外資,因為,帶動,市場,三大,全數,多頭,友達,再添,捎來,接續,17,半導體,藥廠,生技,Gilead,現在,三家,再來,Genentech,Kos,未來,半邊天,成康,流動性,資金,台股,台灣,ECB,出現,寬鬆,大漲,因為,成康,流動性,資金,台股,台灣,ECB,出現,寬鬆,大漲,因為,歐洲,一個,經濟,代價,QE3,Fed,動作,600,上似,大於,市場,三大,全數,多頭,友達,再添,捎來,接續,17,半導體,震盪,呈現,指期,今日,國際,國泰,學苑,外資,因為,帶動,藥廠,生技,Gilead,現在,三家,再來,Genentech,Kos,未來,半邊天,歐洲,一個,經濟,代價,QE3,Fed,動作,600,上似,大於"
"up";"亞科,獲利,盈餘,億元,上季,每股,85,3.56,DRAM,2.97,召開,法說,台積電,15.5,28,14,0.1,2303,不淡,2330,大漲,QE,台股,國際,9532,148,大關,希臘,9500,1.48,亞科,獲利,盈餘,億元,上季,每股,85,3.56,DRAM,2.97,外資,即將,QE,資金,加持,26,動台,分析師,帶動,將啟,欣興,IC,載板,PCB,1.2,EPS,29,年增,市況,挑戰,大漲,QE,台股,國際,9532,148,大關,希臘,9500,1.48,笙泉,群益,證券,金鼎,科技,EPS,26,MCU,1.20,3.94,外資,即將,QE,資金,加持,26,動台,分析師,帶動,將啟,召開,法說,台積電,15.5,28,14,0.1,2303,不淡,2330,笙泉,群益,證券,金鼎,科技,EPS,26,MCU,1.20,3.94,欣興,IC,載板,PCB,1.2,EPS,29,年增,市況,挑戰"
"down";"2330,台股,也屬,SCARA,人氣指標,台達電,大盤,工業,2308,27,台股,593,價俱齊,再戰,個股,500,27,32,列車,2330,數據,財報,和緩,大漲,台股,12,微軟,亞股,日股,引發,表現,台股,相對,年前,1.65,9500,內資,奮力,9600,0.5,表現,基金,回頭,173,國際,台股,16,均線,加權指數,3.77,經濟,動力,景氣,成長,大廠,不斷,2325,封測,IC,半導體,外資,個股,帶動,權證,多頭,寬鬆,QE,利潤,建議,五個,Insights,IC,晶片,Intel,南韓,三星電子,台灣台,報導,寶座,大廠,數據,財報,和緩,大漲,台股,12,微軟,亞股,日股,引發,法說,2303,2330,2454,不過,2311,台積電,IC,同屬,半導體,9500,大盤,高點,要角,技術,2330,尾盤,即攻,宜價量,指數,9500,大盤,高點,要角,技術,2330,尾盤,即攻,宜價量,指數,Insights,IC,晶片,Intel,南韓,三星電子,台灣台,報導,寶座,大廠,億美元,TI,32.7,供應鏈,2330,IC,外電報導,季營收,單季,8.25,法說,2303,2330,2454,不過,2311,台積電,IC,同屬,半導體,外資,個股,帶動,權證,多頭,寬鬆,QE,利潤,建議,五個,台股,593,價俱齊,再戰,個股,500,27,32,列車,2330,經濟,動力,景氣,成長,大廠,不斷,2325,封測,IC,半導體,2330,台股,也屬,SCARA,人氣指標,台達電,大盤,工業,2308,27,表現,台股,相對,年前,1.65,9500,內資,奮力,9600,0.5,宏碁,董事長,介面,2353,台灣,思維,98,任務,施振榮,少華,億美元,TI,32.7,供應鏈,2330,IC,外電報導,季營收,單季,8.25,表現,基金,回頭,173,國際,台股,16,均線,加權指數,3.77,宏碁,董事長,介面,2353,台灣,思維,98,任務,施振榮,少華"
"down";"195,亞股,導致,1.13,亮麗,匯市,持續,敵聯,大漲,升回,12,產能,廠商,台積電,Insights,2330,大廠,吃緊,供給,對於,外資,矽品,目標價,獲利,117.31,43,2325,元調,60,僅有,陳昱宏,指期,走勢,有時,出現,影響,投資人,明顯,國際,期貨,展延,十檔,權證,首波,大寶,31,28,將在,29,市場,195,亞股,導致,1.13,亮麗,匯市,持續,敵聯,大漲,升回,12,產能,廠商,台積電,Insights,2330,大廠,吃緊,供給,對於,展延,十檔,權證,首波,大寶,31,28,將在,29,市場,陳昱宏,指期,走勢,有時,出現,影響,投資人,明顯,國際,期貨,外資,矽品,目標價,獲利,117.31,43,2325,元調,60,僅有"
"down";"權證,月光,區間,2.4,以來,凱基,2311,外資,低買高賣,強勢,台積電,奈米,市場,Finfet,20,三星,16,2330,14,Apple,現貨,跌幅,之間,1.39,2240,2210,1.74,以台幣,2330,作收,明顯,外資,現貨,跌幅,1.4,29,國際,大寶,不敵,出籠,現貨,跌幅,之間,1.39,2240,2210,1.74,以台幣,2330,作收,權證,月光,區間,2.4,以來,凱基,2311,外資,低買高賣,強勢,台積電,奈米,市場,Finfet,20,三星,16,2330,14,Apple,指期,指數,9400,9472,今早,不敵,28,225.48,97159,僅金,指期,指數,9400,9472,今早,不敵,28,225.48,97159,僅金,台股,加權指數,亞洲,三大,今收,9466,分鐘,加權,不斷,光電,台股,跌破,昨天,再小買,億元,9426,35,9500,受美股,84,台股,跌破,昨天,再小買,億元,9426,35,9500,受美股,84,明顯,外資,現貨,跌幅,1.4,29,國際,大寶,不敵,出籠,台股,加權指數,亞洲,三大,今收,9466,分鐘,加權,不斷,光電"
"up";"台股,盤中,9470,9400,加權指數,全線,小漲,9352,日經指數,指數,台股,錢冠州,比較,期貨市場,台幣,來看,台灣,壓力,副總,國泰,封關,融資,農曆年,億元,僅略增,14.5,加碼,10,出現,受傷害,封關,融資,農曆年,億元,僅略增,14.5,加碼,10,出現,受傷害,台指,30,壓抑,GDP,9433,9400,指期,數據,平盤,帶動,台股,錢冠州,比較,期貨市場,台幣,來看,台灣,壓力,副總,國泰,台指,30,壓抑,GDP,9433,9400,指期,數據,平盤,帶動,台股,盤中,9470,9400,加權指數,全線,小漲,9352,日經指數,指數,台股,加持,友達,周線,300,台積電,兆豐,因獲,2330,力守,台股,加持,友達,周線,300,台積電,兆豐,因獲,2330,力守"
"up";"油價,7.48,匯市,升近,9394.47,反彈,台股,上漲,外資,9400,MWC,2330,供應鏈,個股,伺機,LG,台積電,大廠,台股,15,辛耘,設備,半導體,不淡,代工廠,列車,3583,商機,優於,封測廠,930,兌換,9400,個股,人民幣,2912,12,區間,7-11,以來,買超,台股,外資,亞股,億美元,億台幣,上周,不遺餘力,298,641.6,930,兌換,9400,個股,人民幣,2912,12,區間,7-11,以來,辛耘,設備,半導體,不淡,代工廠,列車,3583,商機,優於,封測廠,買超,台股,外資,亞股,億美元,億台幣,上周,不遺餘力,298,641.6,MWC,2330,供應鏈,個股,伺機,LG,台積電,大廠,台股,15,油價,7.48,匯市,升近,9394.47,反彈,台股,上漲,外資,9400"
"up";"價差,縮至,期正,15.27,上漲,0.52,0.44,2.45,44,分析師,聯發科,2454,召開,中國,出貨,3702,大陸,報告,將於,外資,大盤,千億元,9500,外資,9532,9593,2330,投資,廖繼弘,台積電,微星,股價,漲近,市場,爆出,中國,1.5,B9,國泰,083346,期貨,上漲,外資,多頭,反應,大寶,數字,期貨市場,持續,不變,封測,雙雄,2325,2311,Ti,2454,召開,再創,持續,客戶,期貨,上漲,外資,多頭,反應,大寶,數字,期貨市場,持續,不變,封測,雙雄,2325,2311,Ti,2454,召開,再創,持續,客戶,聯發科,2454,召開,中國,出貨,3702,大陸,報告,將於,外資,價差,縮至,期正,15.27,上漲,0.52,0.44,2.45,44,分析師,微星,股價,漲近,市場,爆出,中國,1.5,B9,國泰,083346,大盤,千億元,9500,外資,9532,9593,2330,投資,廖繼弘,台積電"
"down";"聯網,3481,兆元,IEK,億美元,Gartner,280,9.84,台積電,友達,處理器,架構,並已,A72,中國,FinFE,64,16,ARM,10,聯發科,FinFET,16,ARM,A72,製程,架構,奈米,安謀,2330,台股,2330,加權指數,ECB,亞股,呈現,失而復得,尾盤,2317,9500,處理器,架構,並已,A72,中國,FinFE,64,16,ARM,10,聯發科,FinFET,16,ARM,A72,製程,架構,奈米,安謀,2330,台股,2330,加權指數,ECB,亞股,呈現,失而復得,尾盤,2317,9500,聯網,3481,兆元,IEK,億美元,Gartner,280,9.84,台積電,友達"
"down";"IC,創下,新高,代工廠,5347,2330,13.23,來到,MCU,億元,IC,創下,新高,代工廠,5347,2330,13.23,來到,MCU,億元,台股,大關,加權指數,9456.18,三分鐘,9454,9500,已近,導致,價量,聯發,出貨,億元,2.28,來到,35.97,召開,174.64,外資,同時,台股,大關,加權指數,9456.18,三分鐘,9454,9500,已近,導致,價量,聯發,出貨,億元,2.28,來到,35.97,召開,174.64,外資,同時"
"down";"權證,履約,股價,價內,價格,區分,認購,價外,指標,平和,履約,OI,800,合約,Put,平倉,選擇權,Call,000,最大,履約,OI,800,合約,Put,平倉,選擇權,Call,000,最大,權證,履約,股價,價內,價格,區分,認購,價外,指標,平和"
"up";"營收,台積,億元,25.3,871.2,2210,來到,2240,38,39,營收,台積,億元,25.3,871.2,2210,來到,2240,38,39"
