"label";"keyWords"
"down";"法說,勢力,上風,2330,2303,1.67,即將,CCFA5,召開,01,2330,億美元,大廠,出貨,市場,100,業績,機構,成長,台積電,外資,走勢,電信,權值,台股,對抗,帶來,態度,影響,波動,投資人,保護,落實,治理,藉由,主辦,權益,三項,座談會,溝通,上漲,9200,87,QE,ECB,台股,國際貨幣基金,多於,9268,亞股,投資人,保護,落實,治理,藉由,主辦,權益,三項,座談會,溝通,中磊,網通,王伯元,年營,2014,中磊成,剛創,15,30,創投,法說,勢力,上風,2330,2303,1.67,即將,CCFA5,召開,01,上漲,9200,87,QE,ECB,台股,國際貨幣基金,多於,9268,亞股,外資,走勢,電信,權值,台股,對抗,帶來,態度,影響,波動,採用,台積電,出貨,Xilinx,Synopsys,All,2330,28,FPGA,IC,中磊,網通,王伯元,年營,2014,中磊成,剛創,15,30,創投,採用,台積電,出貨,Xilinx,Synopsys,All,2330,28,FPGA,IC,比特,IP,ASIC,仍待,不錯,2330,2013,3443,客戶,創意,2330,億美元,大廠,出貨,市場,100,業績,機構,成長,台積電,比特,IP,ASIC,仍待,不錯,2330,2013,3443,客戶,創意"
"up";"大陸,2330,台股,國家,中國,外資,分析師,將對,二線,半導體,加薪,企業,開始,權證,投資人,建議,國營企業,根據,媒體,員工,指標,DCB,3481,則屬,作為,2409,友達,QE,多頭,2330,大陸,2330,台股,國家,中國,外資,分析師,將對,二線,半導體,外資,可望,推估,年增率,10,判斷,台積電,企業,台灣,優於,投資人,半導體,iWatch,2303,供應鏈,2330,市場,iPhone,審視,上除,激勵,回神,上漲,2325,68.02,3008,2311,全場,9300,台積電,漲幅,權證,台積電,中多,中以,60,141,87,交戰,2330,漲幅,權證,台積電,中多,中以,60,141,87,交戰,2330,投資人,半導體,iWatch,2303,供應鏈,2330,市場,iPhone,審視,上除,結算,激勵,外資,22,多單,合約,亞股,15000,出現,多於,結算,激勵,外資,22,多單,合約,亞股,15000,出現,多於,指標,DCB,3481,則屬,作為,2409,友達,QE,多頭,2330,外資,可望,推估,年增率,10,判斷,台積電,企業,台灣,優於,加薪,企業,開始,權證,投資人,建議,國營企業,根據,媒體,員工,激勵,回神,上漲,2325,68.02,3008,2311,全場,9300,台積電"
"up";"億美元,蘋果,仍為,22,7.2,三星電子,579,Gartner,兩家,17,股價,145,22,2330,上漲,142,以來,3.5,價位,15,召開,多頭,ECB,再創,QE,3008,145,14,2330,兩檔,歐洲,QE,外資,大漲,台股,傳出,大立光,出爐,帶頭,10,漲勢,上漲,QE,出現,9400,73,助陣,亞股,大於,台股,走勢,電子,漲勢,期貨,之後,兇猛,兩檔,呈現,2317,午盤,走勢,電子,漲勢,期貨,之後,兇猛,兩檔,呈現,2317,午盤,召開,多頭,ECB,再創,QE,3008,145,14,2330,兩檔,股價,145,22,2330,上漲,142,以來,3.5,價位,15,漲勢,上漲,QE,出現,9400,73,助陣,亞股,大於,台股,漢微科,不過,3658,先進,佳績,動能,報告,DRAM,增溫,創下,億美元,蘋果,仍為,22,7.2,三星電子,579,Gartner,兩家,17,歐洲,QE,外資,大漲,台股,傳出,大立光,出爐,帶頭,10,漢微科,不過,3658,先進,佳績,動能,報告,DRAM,增溫,創下"
"flat";"震盪,呈現,指期,今日,國際,國泰,學苑,外資,因為,帶動,市場,三大,全數,多頭,友達,再添,捎來,接續,17,半導體,藥廠,生技,Gilead,現在,三家,再來,Genentech,Kos,未來,半邊天,成康,流動性,資金,台股,台灣,ECB,出現,寬鬆,大漲,因為,成康,流動性,資金,台股,台灣,ECB,出現,寬鬆,大漲,因為,歐洲,一個,經濟,代價,QE3,Fed,動作,600,上似,大於,市場,三大,全數,多頭,友達,再添,捎來,接續,17,半導體,震盪,呈現,指期,今日,國際,國泰,學苑,外資,因為,帶動,藥廠,生技,Gilead,現在,三家,再來,Genentech,Kos,未來,半邊天,歐洲,一個,經濟,代價,QE3,Fed,動作,600,上似,大於"
"down";"195,亞股,導致,1.13,亮麗,匯市,持續,敵聯,大漲,升回,12,產能,廠商,台積電,Insights,2330,大廠,吃緊,供給,對於,外資,矽品,目標價,獲利,117.31,43,2325,元調,60,僅有,陳昱宏,指期,走勢,有時,出現,影響,投資人,明顯,國際,期貨,展延,十檔,權證,首波,大寶,31,28,將在,29,市場,195,亞股,導致,1.13,亮麗,匯市,持續,敵聯,大漲,升回,12,產能,廠商,台積電,Insights,2330,大廠,吃緊,供給,對於,展延,十檔,權證,首波,大寶,31,28,將在,29,市場,陳昱宏,指期,走勢,有時,出現,影響,投資人,明顯,國際,期貨,外資,矽品,目標價,獲利,117.31,43,2325,元調,60,僅有"
"down";"權證,月光,區間,2.4,以來,凱基,2311,外資,低買高賣,強勢,台積電,奈米,市場,Finfet,20,三星,16,2330,14,Apple,現貨,跌幅,之間,1.39,2240,2210,1.74,以台幣,2330,作收,明顯,外資,現貨,跌幅,1.4,29,國際,大寶,不敵,出籠,現貨,跌幅,之間,1.39,2240,2210,1.74,以台幣,2330,作收,權證,月光,區間,2.4,以來,凱基,2311,外資,低買高賣,強勢,台積電,奈米,市場,Finfet,20,三星,16,2330,14,Apple,指期,指數,9400,9472,今早,不敵,28,225.48,97159,僅金,指期,指數,9400,9472,今早,不敵,28,225.48,97159,僅金,台股,加權指數,亞洲,三大,今收,9466,分鐘,加權,不斷,光電,台股,跌破,昨天,再小買,億元,9426,35,9500,受美股,84,台股,跌破,昨天,再小買,億元,9426,35,9500,受美股,84,明顯,外資,現貨,跌幅,1.4,29,國際,大寶,不敵,出籠,台股,加權指數,亞洲,三大,今收,9466,分鐘,加權,不斷,光電"
"up";"價差,縮至,期正,15.27,上漲,0.52,0.44,2.45,44,分析師,聯發科,2454,召開,中國,出貨,3702,大陸,報告,將於,外資,大盤,千億元,9500,外資,9532,9593,2330,投資,廖繼弘,台積電,微星,股價,漲近,市場,爆出,中國,1.5,B9,國泰,083346,期貨,上漲,外資,多頭,反應,大寶,數字,期貨市場,持續,不變,封測,雙雄,2325,2311,Ti,2454,召開,再創,持續,客戶,期貨,上漲,外資,多頭,反應,大寶,數字,期貨市場,持續,不變,封測,雙雄,2325,2311,Ti,2454,召開,再創,持續,客戶,聯發科,2454,召開,中國,出貨,3702,大陸,報告,將於,外資,價差,縮至,期正,15.27,上漲,0.52,0.44,2.45,44,分析師,微星,股價,漲近,市場,爆出,中國,1.5,B9,國泰,083346,大盤,千億元,9500,外資,9532,9593,2330,投資,廖繼弘,台積電"
"down";"聯網,3481,兆元,IEK,億美元,Gartner,280,9.84,台積電,友達,處理器,架構,並已,A72,中國,FinFE,64,16,ARM,10,聯發科,FinFET,16,ARM,A72,製程,架構,奈米,安謀,2330,台股,2330,加權指數,ECB,亞股,呈現,失而復得,尾盤,2317,9500,處理器,架構,並已,A72,中國,FinFE,64,16,ARM,10,聯發科,FinFET,16,ARM,A72,製程,架構,奈米,安謀,2330,台股,2330,加權指數,ECB,亞股,呈現,失而復得,尾盤,2317,9500,聯網,3481,兆元,IEK,億美元,Gartner,280,9.84,台積電,友達"
"down";"IC,創下,新高,代工廠,5347,2330,13.23,來到,MCU,億元,IC,創下,新高,代工廠,5347,2330,13.23,來到,MCU,億元,台股,大關,加權指數,9456.18,三分鐘,9454,9500,已近,導致,價量,聯發,出貨,億元,2.28,來到,35.97,召開,174.64,外資,同時,台股,大關,加權指數,9456.18,三分鐘,9454,9500,已近,導致,價量,聯發,出貨,億元,2.28,來到,35.97,召開,174.64,外資,同時"
"down";"權證,履約,股價,價內,價格,區分,認購,價外,指標,平和,履約,OI,800,合約,Put,平倉,選擇權,Call,000,最大,履約,OI,800,合約,Put,平倉,選擇權,Call,000,最大,權證,履約,股價,價內,價格,區分,認購,價外,指標,平和"
"flat";"半導體,預期,訂單,升溫,代工廠,Materials,低於,大廠,來自,季財報,市值,150,2592.93,3.88,上漲,1.5,以台積,一個,兆元,億元,成長,營收,以來,復華,創下,單月,2330,半導體,收月增,全數,指數,權重,新興,MSCI,亞洲,來到,12.43,18.79,分別,1.32,市值,150,2592.93,3.88,上漲,1.5,以台積,一個,兆元,億元,收紅,台股,761.31,33.2,9500,上漲,2014,以來,9529.51,億元,台股,錢冠州,多頭,封關,今天,符合,價差,國泰,上漲,加權指數,半導體,預期,訂單,升溫,代工廠,Materials,低於,大廠,來自,季財報,指數,權重,新興,MSCI,亞洲,來到,12.43,18.79,分別,1.32,即將,資金,現金,300,台股,10,QE,展開,3.1,帶動,成長,營收,以來,復華,創下,單月,2330,半導體,收月增,全數,創意,億元,51.6,2330,69.52,4.38,2013,13,3.27,12.56,收紅,台股,761.31,33.2,9500,上漲,2014,以來,9529.51,億元,創意,億元,51.6,2330,69.52,4.38,2013,13,3.27,12.56,台股,錢冠州,多頭,封關,今天,符合,價差,國泰,上漲,加權指數,即將,資金,現金,300,台股,10,QE,展開,3.1,帶動"
"flat";"成交量,上周,分別,二檔,十檔,24,半導體業,8056,名衝,11,股價,半導體,再創,2330,價位,150,台積電,593,封關,大立光,成交量,上周,分別,二檔,十檔,24,半導體業,8056,名衝,11,股價,半導體,再創,2330,價位,150,台積電,593,封關,大立光"
"up";"資金,本土,實戶,加碼,年來,大戶,情勢,改寫,北東,敲進,權證,紅盤,指數,向上,動能,台股,基於,勢必,國際,加權指數,經濟,上漲,數據,指數,2014,三大,1.38,1.55,53.9,54.3,董事長,聯網,半導體,張忠謀,卡位,台積電,巨頭,商機,下波,2330,台積,羊年,再創,不墜,出貨,依舊,42,152,不淡,半導體,半導體,出貨,訂單,SEMI,北美,Ratio,出爐,1.03,半導,Bill,董事長,聯網,半導體,張忠謀,卡位,台積電,巨頭,商機,下波,2330,權證,紅盤,指數,向上,動能,台股,基於,勢必,國際,加權指數,中小,野村,基金,億元,台股,優勢,25,ING,投資氣氛,2001,台股,挑戰,主計,上漲,修台灣,成長率,機會,歐美,權值,期間,資金,看好,傳產,位於,傳產股,加權指數,復甦,指標,台股,獲利,表現,台股,紅盤,今天,推估,優勢,大盤,亮麗,元宵節,富邦,資金,看好,傳產,位於,傳產股,加權指數,復甦,指標,台股,獲利,中小,野村,基金,億元,台股,優勢,25,ING,投資氣氛,2001,上漲,亞洲,9638,9600,99.86,11,以來,全線,105,2007,經濟,上漲,數據,指數,2014,三大,1.38,1.55,53.9,54.3"
"flat";"股東會,融券,個股,回補,旺季,10,伺機,3474,也將,亞科,MWC,等功,圍繞,手機,充電,周邊,倒數,內部,投顧,大會,股東會,融券,個股,回補,旺季,10,伺機,3474,也將,亞科,MWC,等功,圍繞,手機,充電,周邊,倒數,內部,投顧,大會,3008,台積電,MSCI,2330,26,台股,國際,將台,2.5,不過,3008,台積電,MSCI,2330,26,台股,國際,將台,2.5,不過"
"up";"半導體,羊年,加持,SEMI,2311,五個,協會,以來,台積電,1.03,買超,指數,大盤,台積,大立光,外資,分析師,14,台積電,將是,台積電,精材,法人,3374,參加,15-20,強力,封裝,估計,業務,站上,道瓊,台股,新高,18288.63,5000,不過,9628.06,再創,9642.95,台股,美股,指數,今盤,了結,500,9600,創新,中亞,回檔,台股,美股,指數,今盤,了結,500,9600,創新,中亞,回檔,買超,指數,大盤,台積,大立光,外資,分析師,14,台積電,將是,半導體,羊年,加持,SEMI,2311,五個,協會,以來,台積電,1.03,站上,道瓊,台股,新高,18288.63,5000,不過,9628.06,再創,9642.95,設備,股價,市場,上櫃,3658,商漢,大漲,半導體,5.7,來到,設備,股價,市場,上櫃,3658,商漢,大漲,半導體,5.7,來到,台積電,精材,法人,3374,參加,15-20,強力,封裝,估計,業務"
"down";"台股,加權指數,9645.77,9600,傳產,半導體,9574,大關,多空,9627,台股,加權指數,9645.77,9600,傳產,半導體,9574,大關,多空,9627"
"down";"開出,28.73,不僅,9617.04,300,1.1,亞股,今早,台股,全數,開出,28.73,不僅,9617.04,300,1.1,亞股,今早,台股,全數,成交量,上周,76,三檔,優你康,以生技,3374,2633,光電,4174,影響,美股,上周五,國際,回測,亞股,大寶,三大,外資,就業,成交量,上周,76,三檔,優你康,以生技,3374,2633,光電,4174,影響,美股,上周五,國際,回測,亞股,大寶,三大,外資,就業"
"up";"雙雙,現貨,倒吃甘蔗,10,兩日,60,加權指數,台積電,午盤,幸在,台股,還是,出現,期貨,今天,不過,協理,2330,國泰,2317,10,半導體,華泰,矽統,慈濟,億元,茹素,兩家,一筆,15,9582,台股,上漲,2330,個股,吸睛股,外資,影響,2014,9542,台股,還是,出現,期貨,今天,不過,協理,2330,國泰,2317,10,半導體,華泰,矽統,慈濟,億元,茹素,兩家,一筆,15,9582,台股,上漲,2330,個股,吸睛股,外資,影響,2014,9542,並將,626.5,2.7,不過,2330,28.1,148,億元,來到,一舉,台股,企業,優勢,具備,動能,三大,分別,國際法,台灣,動向,今早,開出,翻紅,9504.28,動作,332,亞股,匯出,33.25,台股,青睞,法人,年增率,王建民,成績單,合併,天數,春節,成長,3105,雙雙,現貨,倒吃甘蔗,10,兩日,60,加權指數,台積電,午盤,幸在,台股,企業,優勢,具備,動能,三大,分別,國際法,台灣,動向,青睞,法人,年增率,王建民,成績單,合併,天數,春節,成長,3105,並將,626.5,2.7,不過,2330,28.1,148,億元,來到,一舉,今早,開出,翻紅,9504.28,動作,332,亞股,匯出,33.25,台股,台積,精材,及微,12,台積電,10,封裝,將與,感測器,導入,台積,精材,及微,12,台積電,10,封裝,將與,感測器,導入"
"up";"營收,證交所,國內,天數,1.89,iPhone,0.94,干擾,不過,年減,友達,市場,南韓,2330,一碼,2409,大關,指數,3481,台灣,精材,億元,藉由,合併,台積電,49.34,增資,3374,作為,封裝,投資人,關係,上市公司,Investor,250,18,對此,Relations,報名,層面,設備,景氣,SEMI,半導體,今年,來到,405,之譜,15,億美元,投資人,關係,上市公司,Investor,250,18,對此,Relations,報名,層面,精材,億元,藉由,合併,台積電,49.34,增資,3374,作為,封裝,營收,證交所,國內,天數,1.89,iPhone,0.94,干擾,不過,年減,外資,連續,權值,兩日,億元,三個,50,上漲,加權指數,80,台股,美股,挺過,儘管,作收,11,專家,午盤,9523,影響,台股,美股,挺過,儘管,作收,11,專家,午盤,9523,影響,11,股東會,融券,要角,回補,500,強制,宏達,多頭,個股,設備,景氣,SEMI,半導體,今年,來到,405,之譜,15,億美元,代工,A8,億元,出貨,2330,626.45,28.1,天數,台積電,33.8,11,股東會,融券,要角,回補,500,強制,宏達,多頭,個股,期收,帶動,台指,台股,9607,11,悶氣,88,持續,1011,代工,A8,億元,出貨,2330,626.45,28.1,天數,台積電,33.8,外資,連續,權值,兩日,億元,三個,50,上漲,加權指數,80,友達,市場,南韓,2330,一碼,2409,大關,指數,3481,台灣,期收,帶動,台指,台股,9607,11,悶氣,88,持續,1011"
